[locus_tag=SynWH7803_0008],[protein_id=CAK22434.1],[gene=None],[protein=Uncharacterized conserved membrane protein]
[locus_tag=SynWH7803_0018],[protein_id=CAK22444.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0019],[protein_id=CAK22445.1],"[gene=pilC,pulF]","[protein=Type II secretory pathway, component PulF]"
[locus_tag=SynWH7803_0020],[protein_id=CAK22446.1],[gene=pilT],"[protein=Tfp pilus assembly protein, pilus retraction ATPase PilT]"
[locus_tag=SynWH7803_0021],[protein_id=CAK22447.1],"[gene=pilB, gspE]","[protein=Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB]"
[locus_tag=SynWH7803_0035],[protein_id=CAK22461.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0039],[protein_id=CAK22465.1],[gene=hepA],"[protein=Superfamily II DNA/RNA helicases, SNF2 family]"
[locus_tag=SynWH7803_0040],[protein_id=CAK22466.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0043],[protein_id=CAK22469.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0045],[protein_id=CAK22471.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0050],[protein_id=CAK22476.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0054],[protein_id=CAK22480.1],[gene=None],[protein=HLIP family protein]
[locus_tag=SynWH7803_0056],[protein_id=CAK22482.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0063],[protein_id=CAK22489.1],[gene=None],[protein=Conserved hypothetical protein with NC domain]
[locus_tag=SynWH7803_0065],[protein_id=CAK22491.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0066],[protein_id=CAK22492.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0067],[protein_id=CAK22493.1],[gene=None],[protein=Monoamine oxidase]
[locus_tag=SynWH7803_0068],[protein_id=CAK22494.1],[gene=None],[protein=Uncharacterized conserved membrane protein]
[locus_tag=SynWH7803_0069],[protein_id=CAK22495.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0075],[protein_id=CAK22501.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0078],[protein_id=CAK22504.1],[gene=None],[protein=Uncharacterized conserved membrane protein]
[locus_tag=SynWH7803_0079],[protein_id=CAK22505.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0085],[protein_id=CAK22511.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0086],[protein_id=CAK22512.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0087],[protein_id=CAK22513.1],[gene=psbZ],[protein=Photosystem II protein PsbZ (ycf9)]
[locus_tag=SynWH7803_0089],[protein_id=CAK22515.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0090],[protein_id=CAK22516.1],[gene=None],[protein=Possible glycosyltransferase]
[locus_tag=SynWH7803_0091],[protein_id=CAK22517.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0093],[protein_id=CAK22519.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0094],[protein_id=CAK22520.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0095],[protein_id=CAK22521.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0096],[protein_id=CAK22522.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0097],[protein_id=CAK22523.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0099],[protein_id=CAK22525.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0100],[protein_id=CAK22526.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0101],[protein_id=CAK22527.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0103],[protein_id=CAK22529.1],[gene=rfbC],"[protein=dTDP-4-dehydrorhamnose 3,5-epimerase]"
[locus_tag=SynWH7803_0104],[protein_id=CAK22530.1],[gene=rfbD],[protein=putative dTDP-4-dehydrorhamnose reductase]
[locus_tag=SynWH7803_0105],[protein_id=CAK22531.1],[gene=None],[protein=Possible bacterial sugar transferase]
[locus_tag=SynWH7803_0106],[protein_id=CAK22532.1],[gene=None],[protein=Possible Zn-dependent metalloprotease]
[locus_tag=SynWH7803_0108],[protein_id=CAK22534.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0109],[protein_id=CAK22535.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0112],[protein_id=CAK22538.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0115],[protein_id=CAK22541.1],[gene=None],[protein=Glycosyltransferase of family GT4]
[locus_tag=SynWH7803_0116],[protein_id=CAK22542.1],[gene=None],"[protein=Conserved hypothetical protein with TPR repeat, possibly involved in cell envelope biogenesis]"
[locus_tag=SynWH7803_0117],[protein_id=CAK22543.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0118],[protein_id=CAK22544.1],[gene=None],[protein=Distantly related to Glycosyltransferase of family GT47]
[locus_tag=SynWH7803_0120],[protein_id=CAK22546.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0121],[protein_id=CAK22547.1],[gene=None],[protein=Glycosyltransferase of family GT4]
[locus_tag=SynWH7803_0122],[protein_id=CAK22548.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0123],[protein_id=CAK22549.1],[gene=None],[protein=conserved hypothetical protein with internal repeats]
[locus_tag=SynWH7803_0124],[protein_id=CAK22550.1],[gene=None],[protein=Glycosyltransferase of family GT41]
[locus_tag=SynWH7803_0125],[protein_id=CAK22551.1],[gene=None],[protein=Glycosyltransferase of family GT41]
[locus_tag=SynWH7803_0126],[protein_id=CAK22552.1],[gene=None],[protein=Conserved hypothetical protein with tetratricopeptide repeat domains]
[locus_tag=SynWH7803_0127],[protein_id=CAK22553.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0129],[protein_id=CAK22555.1],[gene=None],[protein=Multidrug resistance efflux pump]
[locus_tag=SynWH7803_0131],[protein_id=CAK22557.1],[gene=None],[protein=Distantly related to Glycosyltransferase of family GT9]
[locus_tag=SynWH7803_0132],[protein_id=CAK22558.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0133],[protein_id=CAK22559.1],[gene=None],[protein=Possible sulfotransferase]
[locus_tag=SynWH7803_0134],[protein_id=CAK22560.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0137],[protein_id=CAK22563.1],[gene=None],"[protein=ABC-type polysaccharide/polyol phosphate export systems, permease component]"
[locus_tag=SynWH7803_0138],[protein_id=CAK22564.1],[gene=None],[protein=Glycosyltransferase of family GT4]
[locus_tag=SynWH7803_0139],[protein_id=CAK22565.1],[gene=None],[protein=Glycosyltransferase of family GT4]
[locus_tag=SynWH7803_0140],[protein_id=CAK22566.1],[gene=None],[protein=Glycosyltransferase of family GT2]
[locus_tag=SynWH7803_0144],[protein_id=CAK22570.1],[gene=None],[protein=Putative carboxymethylenebutenolidase]
[locus_tag=SynWH7803_0154],[protein_id=CAK22580.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0156],[protein_id=CAK22582.1],[gene=None],"[protein=Multidrug efflux transporter, Hydrophobe/Amphiphile Efflux-1 (HAE1) family (2.A.6.2.), RND superfamily]"
[locus_tag=SynWH7803_0158],[protein_id=CAK22584.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0160],[protein_id=CAK22586.1],[gene=None],[protein=Uncharacterized conserved membrane protein]
[locus_tag=SynWH7803_0161],[protein_id=CAK22587.1],[gene=None],[protein=Uncharacterized conserved membrane protein]
[locus_tag=SynWH7803_0162],[protein_id=CAK22588.1],[gene=None],[protein=Uncharacterized conserved membrane protein]
[locus_tag=SynWH7803_0163],[protein_id=CAK22589.1],[gene=mutY],[protein=A/G-specific DNA glycosylase MutY]
[locus_tag=SynWH7803_0164],[protein_id=CAK22590.1],[gene=None],[protein=Uncharacterized conserved membrane protein]
[locus_tag=SynWH7803_0166],[protein_id=CAK22592.1],[gene=xylB],[protein=Xylulose kinase]
[locus_tag=SynWH7803_0175],[protein_id=CAK22601.1],[gene=None],"[protein=ABC-type sugar transport system, periplasmic component]"
[locus_tag=SynWH7803_0179],[protein_id=CAK22605.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0180],[protein_id=CAK22606.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0181],[protein_id=CAK22607.1],[gene=None],[protein=Conserved hypothetical protein]
