[locus_tag=SynWH7803_0018],[protein_id=CAK22444.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0040],[protein_id=CAK22466.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0065],[protein_id=CAK22491.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0066],[protein_id=CAK22492.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0067],[protein_id=CAK22493.1],[gene=None],[protein=Monoamine oxidase]
[locus_tag=SynWH7803_0068],[protein_id=CAK22494.1],[gene=None],[protein=Uncharacterized conserved membrane protein]
[locus_tag=SynWH7803_0085],[protein_id=CAK22511.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0086],[protein_id=CAK22512.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0089],[protein_id=CAK22515.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0090],[protein_id=CAK22516.1],[gene=None],[protein=Possible glycosyltransferase]
[locus_tag=SynWH7803_0091],[protein_id=CAK22517.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0093],[protein_id=CAK22519.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0094],[protein_id=CAK22520.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0095],[protein_id=CAK22521.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0096],[protein_id=CAK22522.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0097],[protein_id=CAK22523.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0099],[protein_id=CAK22525.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0100],[protein_id=CAK22526.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0101],[protein_id=CAK22527.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0108],[protein_id=CAK22534.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0109],[protein_id=CAK22535.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0110],[protein_id=CAK22536.1],[gene=None],[protein=similar to N-terminal part of GDP-fucose synthetase]
[locus_tag=SynWH7803_0112],[protein_id=CAK22538.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0115],[protein_id=CAK22541.1],[gene=None],[protein=Glycosyltransferase of family GT4]
[locus_tag=SynWH7803_0116],[protein_id=CAK22542.1],[gene=None],"[protein=Conserved hypothetical protein with TPR repeat, possibly involved in cell envelope biogenesis]"
[locus_tag=SynWH7803_0117],[protein_id=CAK22543.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0118],[protein_id=CAK22544.1],[gene=None],[protein=Distantly related to Glycosyltransferase of family GT47]
[locus_tag=SynWH7803_0120],[protein_id=CAK22546.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0121],[protein_id=CAK22547.1],[gene=None],[protein=Glycosyltransferase of family GT4]
[locus_tag=SynWH7803_0122],[protein_id=CAK22548.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0123],[protein_id=CAK22549.1],[gene=None],[protein=conserved hypothetical protein with internal repeats]
[locus_tag=SynWH7803_0124],[protein_id=CAK22550.1],[gene=None],[protein=Glycosyltransferase of family GT41]
[locus_tag=SynWH7803_0131],[protein_id=CAK22557.1],[gene=None],[protein=Distantly related to Glycosyltransferase of family GT9]
[locus_tag=SynWH7803_0132],[protein_id=CAK22558.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=SynWH7803_0134],[protein_id=CAK22560.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=SynWH7803_0138],[protein_id=CAK22564.1],[gene=None],[protein=Glycosyltransferase of family GT4]
[locus_tag=SynWH7803_0139],[protein_id=CAK22565.1],[gene=None],[protein=Glycosyltransferase of family GT4]
