[locus_tag=Syncc8109_0002],[protein_id=AHF62428.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0020],[protein_id=AHF62446.1],[gene=gspE1],[protein=General secretion pathway protein E]
[locus_tag=Syncc8109_0021],[protein_id=AHF62447.1],[gene=None],[protein=putative general secretion pathway protein E]
[locus_tag=Syncc8109_0029],[protein_id=AHF62455.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0036],[protein_id=AHF62462.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0041],[protein_id=AHF62467.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0042],[protein_id=AHF62468.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0045],[protein_id=AHF62471.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0074],[protein_id=AHF62499.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0075],[protein_id=AHF62500.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0089],[protein_id=AHF62511.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0096],[protein_id=AHF62518.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0098],[protein_id=AHF62520.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0100],[protein_id=AHF62522.1],[gene=None],[protein=Hemolysin-type calcium-binding region]
[locus_tag=Syncc8109_0101],[protein_id=AHF62523.1],[gene=None],[protein=Putative glycosyltransferase]
[locus_tag=Syncc8109_0103],[protein_id=AHF62524.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0104],[protein_id=AHF62525.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0107],[protein_id=AHF62528.1],[gene=cysE],[protein=serine acetyltransferase]
[locus_tag=Syncc8109_0109],[protein_id=AHF62530.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0110],[protein_id=AHF62531.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0145],[protein_id=AHF62565.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0163],[protein_id=AHF62581.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0170],[protein_id=AHF62588.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0171],[protein_id=AHF62589.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0172],[protein_id=AHF62590.1],[gene=pfs],[protein=Methylthioadenosine nucleosidase]
[locus_tag=Syncc8109_0173],[protein_id=AHF62591.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0176],[protein_id=AHF62594.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0177],[protein_id=AHF62595.1],[gene=None],[protein=putative glycosyltransferase]
[locus_tag=Syncc8109_0178],[protein_id=AHF62596.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0205],[protein_id=AHF62620.1],[gene=None],[protein=Deoxyribodipyrimidine photolyase]
[locus_tag=Syncc8109_0208],[protein_id=AHF62623.1],[gene=None],[protein=hypothetical protein]
[locus_tag=Syncc8109_0210],[protein_id=AHF62625.1],[gene=None],[protein=hypothetical protein]
