[locus_tag=PMT_0008],[protein_id=PMT_0008],[gene=None],[protein=None]
[locus_tag=PMT_0018],[protein_id=PMT_0018],[gene=pilC],[protein=pili biogenesis protein]
[locus_tag=PMT_0019],[protein_id=PMT_0019],[gene=pilT1],[protein=homologous to PilT1 protein]
[locus_tag=PMT_0020],[protein_id=PMT_0020],[gene=None],[protein=General secretion pathway protein E]
[locus_tag=PMT_2275],[protein_id=PMT_2275],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_0035],[protein_id=PMT_0035],[gene=None],[protein=possible Squash family serine protease inhibit]
[locus_tag=PMT_0037],[protein_id=PMT_0037],[gene=None],[protein=None]
[locus_tag=PMT_0040],[protein_id=PMT_0040],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_0042],[protein_id=PMT_0042],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_0047],[protein_id=PMT_0047],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_0051],[protein_id=PMT_0051],[gene=None],[protein=similar to high light inducible protein]
[locus_tag=PMT_0053],[protein_id=PMT_0053],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2276],[protein_id=PMT_2276],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2277],[protein_id=PMT_2277],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2278],[protein_id=PMT_2278],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2279],[protein_id=PMT_2279],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_0060],[protein_id=PMT_0060],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2281],[protein_id=PMT_2281],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_0067],[protein_id=PMT_0067],[gene=None],[protein=hypothetical protein]
[locus_tag=PMT_0070],[protein_id=PMT_0070],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2282_pseudo],[protein_id=PMT_2282_pseudo],[gene=None],[protein=None]
[locus_tag=PMT_0072],[protein_id=PMT_0072],[gene=None],[protein=possible FAD binding domain]
[locus_tag=PMT_0078],[protein_id=PMT_0078],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_0084],[protein_id=PMT_0084],[gene=None],[protein=putative glucose-1-phosphate thymidylyltransferase]
[locus_tag=PMT_0085],[protein_id=PMT_0085],[gene=None],[protein=glycosyltransferase]
[locus_tag=PMT_0087],[protein_id=PMT_0087],[gene=None],[protein=glycosyltransferase]
[locus_tag=PMT_0088],[protein_id=PMT_0088],[gene=None],[protein=possible protease]
[locus_tag=PMT_0089],[protein_id=PMT_0089],[gene=None],[protein=possible acyltransferase]
[locus_tag=PMT_0090],[protein_id=PMT_0090],[gene=None],[protein=hypothetical protein]
[locus_tag=PMT_0091],[protein_id=PMT_0091],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_0092],[protein_id=PMT_0092],[gene=None],[protein=hypothetical protein]
[locus_tag=PMT_0094],[protein_id=PMT_0094],[gene=None],[protein=possible transporter for efflux]
[locus_tag=PMT_0097],[protein_id=PMT_0097],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_0098],[protein_id=PMT_0098],[gene=None],[protein=LPS biosynthesis protein]
[locus_tag=PMT_0101],[protein_id=PMT_0101],[gene=None],[protein=acetyltransferase]
[locus_tag=PMT_0102],[protein_id=PMT_0102],[gene=None],"[protein=Surface polysaccharide biosynthesis protein, possible cytidylyltransferase]"
[locus_tag=PMT_0104],[protein_id=PMT_0104],[gene=None],"[protein=surface polysaccharide biosynthesis protein, transferase]"
[locus_tag=PMT_0105],[protein_id=PMT_0105],[gene=None],[protein=hypothetical protein]
